matchDateTime,homeTeamName,awayTeamName,odds_home,odds_draw,odds_away,score,season
17 May 2010 20:30,Hansa Rostock,Ingolstadt,1.81,3.52,4.35,0-2,2009-2010
14 May 2010 20:30,Ingolstadt,Hansa Rostock,2.27,3.28,3.11,1-0,2009-2010
08 May 2010 13:30,Braunschweig,Erfurt,1.48,4.19,6.1,1-1,2009-2010
Unknown 13:30,Burghausen,VfL Osnabruck,4.64,3.63,1.72,0-1,2009-2010
Unknown 13:30,SG Dynamo Dresden,Wuppertal,1.78,3.59,4.2,3-2,2009-2010
Unknown 13:30,Holstein Kiel,Dortmund II,2.0,3.39,3.51,4-3,2009-2010
Unknown 13:30,Ingolstadt,Sandhausen,1.34,4.68,8.66,1-1,2009-2010
Unknown 13:30,Jena,Stuttgart II,1.71,3.64,4.56,1-2,2009-2010
Unknown 13:30,Offenbach,Bayern II,2.15,3.4,3.12,4-1,2009-2010
Unknown 13:30,Regensburg,Heidenheim,2.48,3.34,2.7,2-2,2009-2010
Unknown 13:30,Unterhaching,Wehen,1.87,3.5,3.9,4-3,2009-2010
Unknown 13:30,Werder Bremen II,Aue,2.7,3.39,2.39,2-1,2009-2010
30 Apr 2010 18:00,Aue,Braunschweig,2.02,3.33,3.52,2-1,2009-2010
Unknown 18:00,Bayern II,Werder Bremen II,1.77,3.57,4.35,2-1,2009-2010
Unknown 18:00,Dortmund II,Regensburg,2.18,3.31,3.18,2-0,2009-2010
Unknown 18:00,Erfurt,Burghausen,1.79,3.55,4.31,1-1,2009-2010
Unknown 18:00,Heidenheim,SG Dynamo Dresden,1.96,3.33,3.73,3-0,2009-2010
Unknown 18:00,Sandhausen,Offenbach,2.36,3.3,2.83,1-1,2009-2010
Unknown 18:00,Stuttgart II,Unterhaching,2.2,3.35,3.1,3-1,2009-2010
Unknown 18:00,VfL Osnabruck,Holstein Kiel,1.21,5.67,10.67,3-1,2009-2010
Unknown 18:00,Wehen,Ingolstadt,3.55,3.42,1.99,1-5,2009-2010
Unknown 18:00,Wuppertal,Jena,5.14,3.69,1.65,1-1,2009-2010
27 Apr 2010 18:30,Aue,Wehen,1.37,4.44,8.28,2-2,2009-2010
Unknown 18:30,Burghausen,Jena,2.83,3.3,2.38,2-3,2009-2010
Unknown 18:30,Holstein Kiel,SG Dynamo Dresden,2.5,3.29,2.69,1-0,2009-2010
Unknown 18:30,Wuppertal,Erfurt,2.22,3.33,3.08,0-3,2009-2010
Unknown 18:00,Bayern II,Sandhausen,1.97,3.39,3.64,2-2,2009-2010
25 Apr 2010 14:00,Ingolstadt,Stuttgart II,1.51,3.96,6.2,1-1,2009-2010
24 Apr 2010 14:00,Braunschweig,Bayern II,1.62,3.77,5.37,3-1,2009-2010
Unknown 14:00,Burghausen,Aue,3.44,3.34,2.05,0-2,2009-2010
Unknown 14:00,Dortmund II,VfL Osnabruck,3.63,3.42,1.97,1-2,2009-2010
Unknown 14:00,SG Dynamo Dresden,Regensburg,1.76,3.47,4.58,0-2,2009-2010
Unknown 14:00,Holstein Kiel,Erfurt,2.37,3.25,2.88,1-2,2009-2010
Unknown 14:00,Jena,Heidenheim,1.67,3.64,4.93,1-2,2009-2010
Unknown 14:00,Unterhaching,Wuppertal,1.85,3.43,4.1,1-0,2009-2010
Unknown 14:00,Werder Bremen II,Sandhausen,1.96,3.45,3.6,3-0,2009-2010
23 Apr 2010 20:15,Offenbach,Wehen,1.98,3.35,3.67,3-0,2009-2010
21 Apr 2010 19:00,Dortmund II,Heidenheim,2.12,3.45,3.15,1-1,2009-2010
Unknown 19:00,Holstein Kiel,Braunschweig,4.1,3.49,1.84,1-1,2009-2010
Unknown 18:30,Stuttgart II,Wuppertal,1.98,3.4,3.8,1-3,2009-2010
20 Apr 2010 18:30,Bayern II,Jena,2.29,3.28,2.99,0-0,2009-2010
Unknown 17:30,Werder Bremen II,Regensburg,1.98,3.34,3.71,4-1,2009-2010
18 Apr 2010 14:00,Erfurt,Dortmund II,1.92,3.4,3.78,1-0,2009-2010
Unknown 14:00,Stuttgart II,Offenbach,2.38,3.3,2.82,2-0,2009-2010
17 Apr 2010 14:15,SG Dynamo Dresden,Jena,2.4,3.33,2.78,0-3,2009-2010
Unknown 14:00,Heidenheim,Unterhaching,2.01,3.35,3.6,2-4,2009-2010
Unknown 14:00,Regensburg,VfL Osnabruck,3.08,3.26,2.25,2-2,2009-2010
Unknown 14:00,Sandhausen,Braunschweig,3.17,3.32,2.2,1-1,2009-2010
Unknown 14:00,Wehen,Werder Bremen II,2.0,3.41,3.58,2-0,2009-2010
Unknown 14:00,Wuppertal,Ingolstadt,3.25,3.33,2.15,0-2,2009-2010
17 Apr 2010 14:00,Aue,Holstein Kiel,1.4,4.28,7.75,3-1,2009-2010
Unknown 14:00,Bayern II,Burghausen,1.93,3.48,3.72,2-0,2009-2010
14 Apr 2010 19:00,Braunschweig,Wehen,1.71,3.59,4.78,3-1,2009-2010
Unknown 19:00,Burghausen,Sandhausen,2.23,3.28,3.1,5-2,2009-2010
Unknown 19:00,Ingolstadt,Heidenheim,1.82,3.54,4.15,4-3,2009-2010
Unknown 19:00,Offenbach,Wuppertal,1.51,3.94,6.4,0-1,2009-2010
Unknown 18:30,Dortmund II,Aue,2.89,3.21,2.39,1-3,2009-2010
Unknown 18:30,VfL Osnabruck,Erfurt,1.59,3.68,5.79,3-1,2009-2010
13 Apr 2010 19:00,Holstein Kiel,Bayern II,2.38,3.22,2.92,2-2,2009-2010
Unknown 19:00,Werder Bremen II,Stuttgart II,2.09,3.34,3.36,0-3,2009-2010
Unknown 18:30,Jena,Regensburg,1.61,3.64,5.24,3-1,2009-2010
Unknown 18:30,Unterhaching,SG Dynamo Dresden,2.05,3.29,3.53,0-0,2009-2010
10 Apr 2010 14:00,Aue,VfL Osnabruck,2.2,3.25,3.17,3-0,2009-2010
Unknown 14:00,Bayern II,Dortmund II,1.97,3.37,3.71,3-0,2009-2010
Unknown 14:00,SG Dynamo Dresden,Ingolstadt,2.51,3.18,2.74,2-0,2009-2010
Unknown 14:00,Heidenheim,Offenbach,2.07,3.33,3.4,0-2,2009-2010
Unknown 14:00,Jena,Unterhaching,1.65,3.72,5.08,1-1,2009-2010
Unknown 14:00,Regensburg,Erfurt,2.23,3.21,3.15,0-2,2009-2010
Unknown 14:00,Sandhausen,Holstein Kiel,1.78,3.56,4.34,1-1,2009-2010
Unknown 14:00,Stuttgart II,Braunschweig,2.62,3.19,2.63,1-2,2009-2010
Unknown 14:00,Wehen,Burghausen,1.87,3.43,4.0,3-1,2009-2010
Unknown 14:00,Wuppertal,Werder Bremen II,2.42,3.2,2.83,1-1,2009-2010
07 Apr 2010 19:15,SG Dynamo Dresden,Dortmund II,1.8,3.4,4.41,3-2,2009-2010
Unknown 19:00,Werder Bremen II,Braunschweig,2.62,3.22,2.61,0-3,2009-2010
Unknown 18:30,Regensburg,Wehen,2.3,3.22,3.05,0-3,2009-2010
Unknown 18:30,Unterhaching,Burghausen,1.93,3.21,4.04,1-1,2009-2010
Unknown 18:30,Stuttgart II,Aue,2.4,3.19,2.91,1-2,2009-2010
06 Apr 2010 19:00,Bayern II,Ingolstadt,2.64,3.25,2.55,1-0,2009-2010
04 Apr 2010 14:00,Dortmund II,Sandhausen,2.34,3.3,2.88,2-1,2009-2010
Unknown 14:00,Offenbach,SG Dynamo Dresden,1.92,3.37,3.85,1-0,2009-2010
03 Apr 2010 14:00,Braunschweig,Wuppertal,1.65,3.65,5.28,3-0,2009-2010
Unknown 14:00,Burghausen,Stuttgart II,2.46,3.29,2.74,3-0,2009-2010
Unknown 14:00,Erfurt,Aue,2.44,3.21,2.83,0-0,2009-2010
Unknown 14:00,Holstein Kiel,Wehen,2.38,3.23,2.89,1-1,2009-2010
Unknown 14:00,Ingolstadt,Jena,1.86,3.52,3.98,2-2,2009-2010
Unknown 14:00,Unterhaching,Regensburg,2.02,3.37,3.54,2-0,2009-2010
Unknown 14:00,VfL Osnabruck,Bayern II,1.63,3.74,5.26,4-1,2009-2010
Unknown 14:00,Werder Bremen II,Heidenheim,2.38,3.32,2.8,1-1,2009-2010
31 Mar 2010 19:00,Sandhausen,VfL Osnabruck,2.66,3.27,2.54,3-2,2009-2010
Unknown 19:00,Stuttgart II,Holstein Kiel,1.84,3.52,4.02,1-0,2009-2010
Unknown 19:00,Wehen,Dortmund II,2.07,3.33,3.42,2-0,2009-2010
Unknown 19:00,Wuppertal,Burghausen,1.89,3.39,3.98,1-2,2009-2010
Unknown 18:45,SG Dynamo Dresden,Werder Bremen II,1.93,3.38,3.9,1-0,2009-2010
Unknown 18:45,Jena,Offenbach,1.95,3.46,3.75,0-0,2009-2010
Unknown 18:30,Bayern II,Erfurt,1.98,3.39,3.63,1-0,2009-2010
30 Mar 2010 18:30,Heidenheim,Braunschweig,1.88,3.35,3.78,0-1,2009-2010
Unknown 18:30,Regensburg,Aue,2.5,3.17,2.65,2-1,2009-2010
Unknown 18:30,Unterhaching,Ingolstadt,2.4,3.23,2.73,1-2,2009-2010
28 Mar 2010 14:00,Holstein Kiel,Wuppertal,2.17,3.23,3.1,1-1,2009-2010
Unknown 14:00,Werder Bremen II,Jena,2.28,3.23,2.89,1-2,2009-2010
27 Mar 2010 14:00,Aue,Bayern II,1.85,3.35,3.92,2-0,2009-2010
Unknown 14:00,Braunschweig,SG Dynamo Dresden,1.85,3.33,3.97,0-1,2009-2010
Unknown 14:00,Burghausen,Heidenheim,2.65,3.2,2.48,1-3,2009-2010
Unknown 14:00,Dortmund II,Stuttgart II,2.25,3.23,2.93,1-2,2009-2010
Unknown 14:00,Erfurt,Sandhausen,2.1,3.23,3.23,1-0,2009-2010
Unknown 14:00,Ingolstadt,Regensburg,1.55,3.65,5.67,2-2,2009-2010
Unknown 14:00,Offenbach,Unterhaching,1.71,3.43,4.56,1-3,2009-2010
Unknown 14:00,VfL Osnabruck,Wehen,1.64,3.5,5.03,0-0,2009-2010
24 Mar 2010 19:00,Braunschweig,Regensburg,1.79,3.43,4.47,1-0,2009-2010
Unknown 19:00,Dortmund II,Ingolstadt,2.59,3.17,2.68,0-1,2009-2010
Unknown 19:00,Erfurt,Jena,2.22,3.27,3.15,0-3,2009-2010
Unknown 19:00,Holstein Kiel,Unterhaching,2.29,3.23,3.03,2-2,2009-2010
Unknown 18:30,Aue,SG Dynamo Dresden,2.0,3.32,3.63,2-0,2009-2010
Unknown 18:00,Burghausen,Werder Bremen II,2.42,3.25,2.83,1-1,2009-2010
23 Mar 2010 19:00,Stuttgart II,Sandhausen,2.27,3.25,3.07,3-0,2009-2010
Unknown 19:00,Wuppertal,Bayern II,2.55,3.2,2.71,5-3,2009-2010
21 Mar 2010 14:00,Unterhaching,Werder Bremen II,2.05,3.34,3.46,0-1,2009-2010
Unknown 14:00,Wehen,Erfurt,2.42,3.17,2.89,2-0,2009-2010
20 Mar 2010 14:00,SG Dynamo Dresden,Burghausen,1.71,3.59,4.81,1-0,2009-2010
Unknown 14:00,Heidenheim,Holstein Kiel,1.75,3.6,4.46,3-0,2009-2010
Unknown 14:00,Ingolstadt,Offenbach,2.15,3.33,3.26,1-0,2009-2010
Unknown 14:00,Jena,Braunschweig,2.25,3.32,3.04,2-1,2009-2010
Unknown 14:00,Regensburg,Bayern II,2.34,3.27,2.92,1-1,2009-2010
Unknown 14:00,Sandhausen,Aue,2.28,3.3,2.98,0-0,2009-2010
Unknown 14:00,Wuppertal,Dortmund II,2.33,3.28,2.93,0-2,2009-2010
19 Mar 2010 19:00,Stuttgart II,VfL Osnabruck,2.54,3.29,2.65,0-1,2009-2010
17 Mar 2010 19:00,Bayern II,Heidenheim,2.31,3.25,2.94,4-2,2009-2010
Unknown 18:30,Burghausen,Regensburg,2.68,3.1,2.7,1-1,2009-2010
Unknown 18:30,Dortmund II,Jena,2.26,3.24,3.11,0-3,2009-2010
Unknown 18:30,Sandhausen,SG Dynamo Dresden,2.1,3.29,3.33,0-0,2009-2010
Unknown 18:30,Wuppertal,Wehen,2.04,3.28,3.55,0-2,2009-2010
16 Mar 2010 19:00,Holstein Kiel,Offenbach,2.88,3.21,2.41,0-0,2009-2010
Unknown 19:00,Werder Bremen II,VfL Osnabruck,2.57,3.27,2.63,0-1,2009-2010
Unknown 18:30,Erfurt,Stuttgart II,1.91,3.43,3.83,0-1,2009-2010
13 Mar 2010 14:00,Braunschweig,Unterhaching,1.82,3.38,4.07,1-0,2009-2010
Unknown 14:00,Offenbach,Regensburg,1.64,3.59,5.1,0-0,2009-2010
Unknown 14:00,VfL Osnabruck,Wuppertal,1.49,3.81,6.45,1-1,2009-2010
Unknown 14:00,Werder Bremen II,Ingolstadt,2.64,3.2,2.52,0-0,2009-2010
10 Mar 2010 19:00,Dortmund II,Werder Bremen II,2.37,3.26,3.01,1-2,2009-2010
Unknown 19:00,Jena,Holstein Kiel,2.01,3.33,3.58,3-0,2009-2010
09 Mar 2010 18:30,Aue,Unterhaching,1.92,3.51,3.89,2-0,2009-2010
Unknown 18:30,Erfurt,Ingolstadt,2.54,3.33,2.86,2-1,2009-2010
06 Mar 2010 14:00,Heidenheim,VfL Osnabruck,2.26,3.3,3.04,1-0,2009-2010
Unknown 14:00,Ingolstadt,Braunschweig,1.71,3.53,4.78,3-3,2009-2010
Unknown 14:00,Offenbach,Werder Bremen II,1.7,3.58,4.91,4-0,2009-2010
Unknown 14:00,Regensburg,Sandhausen,2.27,3.31,3.01,1-1,2009-2010
Unknown 14:00,Wehen,Bayern II,2.29,3.3,2.99,1-2,2009-2010
03 Mar 2010 19:00,Werder Bremen II,Holstein Kiel,2.16,3.33,3.22,6-1,2009-2010
27 Feb 2010 14:00,Burghausen,Ingolstadt,3.69,3.32,1.99,4-2,2009-2010
Unknown 14:00,VfL Osnabruck,SG Dynamo Dresden,1.67,3.6,5.16,1-1,2009-2010
27 Feb 2010 14:00,Aue,Wuppertal,1.74,3.52,4.72,1-0,2009-2010
Unknown 14:00,Bayern II,Stuttgart II,2.13,3.31,3.32,2-0,2009-2010
Unknown 14:00,Braunschweig,Offenbach,2.18,3.26,3.24,0-0,2009-2010
Unknown 14:00,Erfurt,Heidenheim,2.09,3.34,3.39,1-2,2009-2010
Unknown 14:00,Sandhausen,Wehen,1.78,3.54,4.35,2-1,2009-2010
24 Feb 2010 19:00,Braunschweig,Burghausen,1.58,3.78,5.65,1-0,2009-2010
23 Feb 2010 19:00,Regensburg,Stuttgart II,2.35,3.25,3.03,0-0,2009-2010
Unknown 18:30,Sandhausen,Wuppertal,1.63,3.7,5.46,1-3,2009-2010
21 Feb 2010 14:00,Jena,VfL Osnabruck,2.55,3.18,2.72,1-1,2009-2010
