fotmob_match_id,season,round,round_name,home_team,home_team_id,away_team,away_team_id,finished,match_date,home_score,away_score,home_possession,away_possession,home_shots_total,away_shots_total,home_shots_on_target,away_shots_on_target,home_shots_off_target,away_shots_off_target,home_big_chances,away_big_chances,home_big_chances_missed,away_big_chances_missed,home_passes,away_passes,home_passes_accurate,away_passes_accurate,home_pass_accuracy_pct,away_pass_accuracy_pct,home_touches_opp_box,away_touches_opp_box,home_corners,away_corners,home_tackles,away_tackles,home_interceptions,away_interceptions,home_clearances,away_clearances,home_keeper_saves,away_keeper_saves,home_duels_won,away_duels_won,home_aerials_won,away_aerials_won,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,has_stats
3919712,2022-2023,1,1,VfL Osnabrück,9775,MSV Duisburg,8293,True,2022-07-22T17:00:00Z,1,0,49.0,51.0,15.0,6.0,5.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,422.0,450.0,323.0,344.0,77.0,76.0,24.0,11.0,6.0,0.0,18.0,19.0,10.0,11.0,11.0,22.0,1.0,5.0,52.0,48.0,16.0,15.0,7.0,14.0,3.0,4.0,0.0,0.0,True
3919715,2022-2023,1,1,Dynamo Dresden,8480,1860 München,9753,True,2022-07-23T12:00:00Z,3,4,51.0,49.0,22.0,13.0,11.0,5.0,5.0,3.0,7.0,3.0,4.0,1.0,378.0,363.0,302.0,273.0,80.0,75.0,23.0,25.0,2.0,2.0,17.0,12.0,4.0,5.0,19.0,28.0,3.0,5.0,65.0,46.0,22.0,16.0,9.0,20.0,1.0,4.0,0.0,0.0,True
3919718,2022-2023,1,1,Ingolstadt,8234,SpVgg Bayreuth,7792,True,2022-07-23T12:00:00Z,1,0,43.0,57.0,13.0,13.0,2.0,4.0,5.0,5.0,2.0,1.0,1.0,1.0,311.0,421.0,202.0,309.0,65.0,73.0,22.0,22.0,5.0,2.0,16.0,11.0,8.0,7.0,30.0,26.0,5.0,1.0,58.0,58.0,16.0,21.0,12.0,13.0,4.0,4.0,1.0,0.0,True
3919719,2022-2023,1,1,Oldenburg,79905,Meppen,79904,True,2022-07-23T12:00:00Z,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
3919716,2022-2023,1,1,RW Essen,8296,Elversberg,8232,True,2022-07-23T12:00:00Z,1,5,51.0,49.0,10.0,19.0,5.0,5.0,4.0,11.0,4.0,3.0,3.0,3.0,475.0,461.0,388.0,376.0,82.0,82.0,22.0,15.0,4.0,0.0,14.0,21.0,11.0,10.0,17.0,22.0,4.0,2.0,45.0,49.0,12.0,14.0,9.0,9.0,1.0,1.0,0.0,0.0,True
3919713,2022-2023,1,1,Saarbrücken,8271,SC Verl,7783,True,2022-07-23T12:00:00Z,1,0,40.0,60.0,17.0,19.0,5.0,7.0,7.0,5.0,2.0,5.0,1.0,1.0,374.0,597.0,303.0,529.0,81.0,89.0,25.0,30.0,9.0,7.0,12.0,17.0,10.0,7.0,21.0,21.0,3.0,2.0,44.0,44.0,18.0,8.0,14.0,8.0,2.0,0.0,0.0,0.0,True
3919717,2022-2023,1,1,Waldhof Mannheim,9743,Viktoria Köln 1904,276267,True,2022-07-23T12:00:00Z,3,1,40.0,60.0,8.0,11.0,6.0,4.0,2.0,5.0,1.0,3.0,0.0,3.0,376.0,562.0,299.0,463.0,80.0,82.0,16.0,32.0,4.0,2.0,14.0,17.0,12.0,9.0,36.0,14.0,2.0,4.0,48.0,57.0,15.0,20.0,15.0,13.0,4.0,1.0,0.0,0.0,True
3919721,2022-2023,1,1,Freiburg II,6594,Erzgebirge Aue,8319,True,2022-07-24T11:00:00Z,1,1,58.0,42.0,15.0,11.0,5.0,4.0,9.0,4.0,2.0,3.0,2.0,2.0,506.0,362.0,438.0,292.0,87.0,81.0,22.0,19.0,5.0,4.0,11.0,16.0,4.0,8.0,14.0,18.0,3.0,3.0,32.0,37.0,11.0,8.0,9.0,10.0,3.0,3.0,0.0,1.0,True
3919714,2022-2023,1,1,FSV Zwickau,95202,Hallescher FC,7761,True,2022-07-24T12:00:00Z,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
3919720,2022-2023,1,1,Wehen Wiesbaden,8196,Borussia Dortmund II,8395,True,2022-07-25T17:00:00Z,1,1,51.0,49.0,19.0,9.0,10.0,4.0,5.0,3.0,6.0,2.0,3.0,1.0,426.0,407.0,330.0,302.0,77.0,74.0,39.0,10.0,4.0,3.0,15.0,22.0,4.0,4.0,10.0,18.0,2.0,6.0,48.0,60.0,20.0,20.0,14.0,9.0,3.0,1.0,0.0,0.0,True
3919972,2022-2023,2,2,MSV Duisburg,8293,RW Essen,8296,True,2022-08-05T17:00:00Z,2,2,38.0,62.0,20.0,13.0,6.0,4.0,9.0,6.0,3.0,1.0,2.0,0.0,273.0,491.0,206.0,431.0,75.0,88.0,39.0,9.0,10.0,2.0,21.0,11.0,9.0,9.0,21.0,37.0,3.0,5.0,57.0,50.0,20.0,14.0,13.0,8.0,3.0,4.0,0.0,0.0,True
3919973,2022-2023,2,2,1860 München,9753,Oldenburg,79905,True,2022-08-06T12:00:00Z,1,0,62.0,38.0,9.0,13.0,4.0,5.0,2.0,3.0,1.0,1.0,1.0,0.0,503.0,307.0,371.0,201.0,74.0,65.0,17.0,19.0,8.0,5.0,20.0,11.0,8.0,19.0,24.0,30.0,3.0,2.0,53.0,63.0,18.0,24.0,13.0,10.0,1.0,3.0,0.0,0.0,True
3919974,2022-2023,2,2,Elversberg,8232,Saarbrücken,8271,True,2022-08-06T12:00:00Z,0,2,31.0,69.0,9.0,17.0,3.0,7.0,3.0,4.0,1.0,4.0,1.0,1.0,262.0,603.0,173.0,505.0,66.0,84.0,19.0,40.0,4.0,4.0,17.0,21.0,9.0,3.0,18.0,15.0,2.0,3.0,58.0,65.0,17.0,14.0,19.0,18.0,3.0,1.0,1.0,0.0,True
3919978,2022-2023,2,2,Hallescher FC,7761,Dynamo Dresden,8480,True,2022-08-06T12:00:00Z,0,2,44.0,56.0,14.0,10.0,9.0,2.0,3.0,4.0,3.0,0.0,2.0,0.0,278.0,354.0,173.0,265.0,62.0,75.0,25.0,19.0,4.0,5.0,18.0,14.0,4.0,6.0,37.0,35.0,2.0,8.0,72.0,60.0,19.0,25.0,12.0,24.0,4.0,2.0,0.0,1.0,True
3919977,2022-2023,2,2,Meppen,79904,FSV Zwickau,95202,True,2022-08-06T12:00:00Z,3,0,53.0,47.0,19.0,13.0,2.0,2.0,8.0,7.0,0.0,2.0,0.0,1.0,391.0,362.0,264.0,237.0,68.0,65.0,38.0,15.0,7.0,3.0,12.0,18.0,9.0,8.0,10.0,31.0,1.0,2.0,54.0,68.0,14.0,25.0,18.0,13.0,3.0,3.0,0.0,0.0,True
3919980,2022-2023,2,2,SpVgg Bayreuth,7792,Freiburg II,6594,True,2022-08-06T12:00:00Z,0,1,61.0,39.0,26.0,16.0,9.0,7.0,9.0,4.0,6.0,2.0,4.0,2.0,542.0,347.0,439.0,243.0,81.0,70.0,37.0,17.0,4.0,6.0,10.0,11.0,8.0,9.0,19.0,19.0,7.0,6.0,46.0,30.0,10.0,10.0,7.0,20.0,2.0,4.0,0.0,0.0,True
3919976,2022-2023,2,2,Viktoria Köln 1904,276267,Wehen Wiesbaden,8196,True,2022-08-06T12:00:00Z,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
3919975,2022-2023,2,2,Borussia Dortmund II,8395,Ingolstadt,8234,True,2022-08-07T11:00:00Z,0,4,46.0,54.0,24.0,16.0,8.0,9.0,14.0,4.0,5.0,3.0,4.0,1.0,311.0,374.0,241.0,276.0,77.0,74.0,39.0,21.0,5.0,2.0,17.0,12.0,11.0,2.0,36.0,27.0,5.0,5.0,63.0,49.0,31.0,17.0,19.0,9.0,2.0,3.0,0.0,0.0,True
3919955,2022-2023,2,2,Erzgebirge Aue,8319,VfL Osnabrück,9775,True,2022-08-07T12:00:00Z,1,1,43.0,57.0,13.0,16.0,3.0,6.0,6.0,6.0,2.0,2.0,0.0,1.0,332.0,444.0,250.0,373.0,75.0,84.0,19.0,25.0,5.0,5.0,18.0,11.0,9.0,5.0,32.0,17.0,4.0,0.0,54.0,35.0,21.0,16.0,9.0,12.0,0.0,1.0,0.0,1.0,True
3919979,2022-2023,2,2,SC Verl,7783,Waldhof Mannheim,9743,True,2022-08-07T13:00:00Z,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
3919983,2022-2023,3,3,Oldenburg,79905,Elversberg,8232,True,2022-08-09T16:30:00Z,2,3,51.0,49.0,10.0,6.0,5.0,1.0,1.0,4.0,5.0,0.0,2.0,0.0,435.0,404.0,328.0,299.0,75.0,74.0,30.0,16.0,2.0,4.0,18.0,25.0,6.0,14.0,13.0,8.0,1.0,2.0,47.0,57.0,12.0,13.0,13.0,13.0,2.0,4.0,0.0,0.0,True
3919984,2022-2023,3,3,1860 München,9753,Meppen,79904,True,2022-08-09T17:00:00Z,4,0,44.0,56.0,16.0,18.0,4.0,7.0,7.0,6.0,2.0,2.0,2.0,1.0,300.0,371.0,189.0,250.0,63.0,67.0,27.0,26.0,5.0,9.0,16.0,17.0,4.0,11.0,23.0,29.0,6.0,2.0,67.0,56.0,29.0,18.0,17.0,12.0,2.0,2.0,0.0,0.0,True
3919958,2022-2023,3,3,Freiburg II,6594,Hallescher FC,7761,True,2022-08-09T17:00:00Z,2,0,44.0,56.0,11.0,12.0,5.0,6.0,4.0,3.0,1.0,3.0,1.0,1.0,380.0,495.0,266.0,395.0,70.0,80.0,28.0,18.0,3.0,4.0,22.0,17.0,7.0,8.0,13.0,33.0,4.0,3.0,64.0,60.0,20.0,22.0,13.0,15.0,3.0,2.0,0.0,1.0,True
3919956,2022-2023,3,3,FSV Zwickau,95202,MSV Duisburg,8293,True,2022-08-09T17:00:00Z,0,1,63.0,37.0,12.0,11.0,7.0,3.0,3.0,6.0,4.0,1.0,1.0,1.0,599.0,345.0,506.0,249.0,84.0,72.0,18.0,12.0,2.0,7.0,23.0,25.0,16.0,10.0,24.0,16.0,3.0,3.0,61.0,65.0,20.0,13.0,16.0,8.0,1.0,2.0,0.0,0.0,True
3919970,2022-2023,3,3,RW Essen,8296,Viktoria Köln 1904,276267,True,2022-08-09T17:00:00Z,1,4,54.0,46.0,14.0,12.0,6.0,2.0,7.0,7.0,2.0,3.0,1.0,3.0,483.0,411.0,403.0,333.0,83.0,81.0,18.0,20.0,4.0,3.0,12.0,13.0,7.0,9.0,22.0,28.0,2.0,6.0,42.0,42.0,8.0,16.0,6.0,13.0,2.0,3.0,0.0,0.0,True
3919969,2022-2023,3,3,Dynamo Dresden,8480,SC Verl,7783,True,2022-08-10T17:00:00Z,2,0,35.0,65.0,8.0,17.0,6.0,1.0,1.0,9.0,2.0,2.0,2.0,2.0,320.0,592.0,234.0,502.0,73.0,85.0,18.0,17.0,3.0,5.0,11.0,20.0,12.0,3.0,22.0,16.0,1.0,3.0,60.0,52.0,19.0,10.0,13.0,17.0,2.0,1.0,0.0,0.0,True
3919982,2022-2023,3,3,VfL Osnabrück,9775,Ingolstadt,8234,True,2022-08-10T17:00:00Z,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
3919957,2022-2023,3,3,Saarbrücken,8271,Borussia Dortmund II,8395,True,2022-08-10T17:00:00Z,1,0,56.0,44.0,36.0,8.0,11.0,6.0,13.0,2.0,4.0,1.0,2.0,1.0,409.0,328.0,316.0,245.0,77.0,75.0,57.0,11.0,16.0,6.0,20.0,9.0,6.0,12.0,29.0,30.0,5.0,8.0,51.0,36.0,14.0,10.0,13.0,14.0,2.0,3.0,0.0,0.0,True
3919971,2022-2023,3,3,Waldhof Mannheim,9743,Erzgebirge Aue,8319,True,2022-08-10T17:00:00Z,1,0,56.0,44.0,16.0,13.0,3.0,4.0,8.0,7.0,2.0,5.0,2.0,5.0,492.0,391.0,400.0,305.0,81.0,78.0,21.0,21.0,6.0,4.0,14.0,4.0,3.0,12.0,26.0,34.0,2.0,3.0,45.0,39.0,14.0,16.0,8.0,7.0,3.0,1.0,0.0,0.0,True
3919981,2022-2023,3,3,Wehen Wiesbaden,8196,SpVgg Bayreuth,7792,True,2022-08-10T17:00:00Z,4,1,46.0,54.0,18.0,20.0,7.0,7.0,7.0,11.0,2.0,2.0,0.0,1.0,414.0,485.0,284.0,378.0,69.0,78.0,20.0,32.0,6.0,5.0,26.0,16.0,13.0,13.0,16.0,11.0,4.0,5.0,58.0,55.0,11.0,25.0,6.0,10.0,0.0,2.0,0.0,0.0,True
3919966,2022-2023,4,4,Hallescher FC,7761,Oldenburg,79905,True,2022-08-12T17:00:00Z,2,0,69.0,31.0,19.0,8.0,3.0,4.0,10.0,4.0,1.0,3.0,1.0,2.0,544.0,250.0,456.0,156.0,84.0,62.0,25.0,21.0,6.0,2.0,11.0,6.0,7.0,7.0,9.0,29.0,3.0,3.0,49.0,33.0,15.0,9.0,13.0,20.0,1.0,5.0,0.0,1.0,True
3919963,2022-2023,4,4,Borussia Dortmund II,8395,RW Essen,8296,True,2022-08-13T12:00:00Z,1,0,46.0,54.0,11.0,25.0,5.0,6.0,3.0,10.0,0.0,1.0,0.0,1.0,386.0,461.0,319.0,387.0,83.0,84.0,12.0,28.0,7.0,4.0,25.0,20.0,3.0,5.0,40.0,29.0,5.0,5.0,60.0,61.0,18.0,16.0,10.0,8.0,0.0,1.0,1.0,0.0,True
