fotmob_match_id,season,round,round_name,home_team,home_team_id,away_team,away_team_id,finished,match_date,home_score,away_score,home_possession,away_possession,home_shots_total,away_shots_total,home_shots_on_target,away_shots_on_target,home_shots_off_target,away_shots_off_target,home_big_chances,away_big_chances,home_big_chances_missed,away_big_chances_missed,home_passes,away_passes,home_passes_accurate,away_passes_accurate,home_pass_accuracy_pct,away_pass_accuracy_pct,home_touches_opp_box,away_touches_opp_box,home_corners,away_corners,home_tackles,away_tackles,home_interceptions,away_interceptions,home_clearances,away_clearances,home_keeper_saves,away_keeper_saves,home_duels_won,away_duels_won,home_aerials_won,away_aerials_won,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,has_stats
2553899,2017-2018,1,1,Karlsruher SC,8295,VfL Osnabrück,9775,True,2017-07-21T18:30:00Z,2,2,51.0,49.0,16.0,15.0,3.0,4.0,10.0,6.0,5.0,1.0,3.0,1.0,383.0,378.0,291.0,287.0,76.0,76.0,32.0,21.0,7.0,2.0,21.0,16.0,6.0,14.0,32.0,25.0,3.0,1.0,58.0,60.0,27.0,21.0,13.0,10.0,1.0,2.0,0.0,0.0,True
2553906,2017-2018,1,1,Fortuna Köln,7786,Aalen,8233,True,2017-07-22T12:00:00Z,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2553905,2017-2018,1,1,Hallescher FC,7761,Paderborn,8460,True,2017-07-22T12:00:00Z,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2553901,2017-2018,1,1,RW Erfurt,8148,Preussen Münster,8171,True,2017-07-22T12:00:00Z,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2553900,2017-2018,1,1,Werder Bremen II,8162,Unterhaching,8486,True,2017-07-22T12:00:00Z,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2553908,2017-2018,1,1,Meppen,79904,Würzburger Kickers,145486,True,2017-07-22T12:05:00Z,2,2,56.0,44.0,10.0,13.0,3.0,7.0,3.0,4.0,2.0,3.0,0.0,1.0,459.0,354.0,362.0,283.0,79.0,80.0,,,3.0,4.0,22.0,19.0,12.0,18.0,18.0,19.0,3.0,1.0,44.0,42.0,6.0,13.0,4.0,10.0,0.0,0.0,0.0,0.0,True
2553903,2017-2018,1,1,Sportfreunde Lotte,95103,Hansa Rostock,8294,True,2017-07-22T12:05:00Z,0,2,40.0,60.0,20.0,12.0,9.0,4.0,5.0,3.0,1.0,3.0,1.0,1.0,322.0,505.0,257.0,441.0,80.0,87.0,29.0,18.0,8.0,5.0,13.0,7.0,8.0,3.0,19.0,23.0,2.0,5.0,41.0,42.0,16.0,7.0,19.0,10.0,2.0,1.0,0.0,0.0,True
2553907,2017-2018,1,1,Wehen Wiesbaden,8196,Carl Zeiss Jena,8320,True,2017-07-22T12:05:00Z,1,0,50.0,50.0,16.0,9.0,1.0,6.0,8.0,3.0,0.0,3.0,0.0,1.0,368.0,373.0,252.0,257.0,68.0,69.0,20.0,10.0,8.0,2.0,10.0,22.0,7.0,9.0,25.0,29.0,4.0,1.0,47.0,62.0,19.0,18.0,21.0,12.0,1.0,2.0,0.0,0.0,True
2553902,2017-2018,1,1,Sonnenhof Großaspach,94941,Magdeburg,8188,True,2017-07-23T12:00:00Z,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2553904,2017-2018,1,1,Chemnitzer FC,6596,FSV Zwickau,95202,True,2017-07-23T12:05:00Z,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2553909,2017-2018,2,2,VfL Osnabrück,9775,Wehen Wiesbaden,8196,True,2017-07-28T17:00:00Z,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2553918,2017-2018,2,2,Unterhaching,8486,Karlsruher SC,8295,True,2017-07-28T17:00:00Z,3,2,65.0,35.0,8.0,11.0,3.0,4.0,1.0,5.0,3.0,2.0,2.0,1.0,446.0,233.0,344.0,155.0,77.0,67.0,15.0,24.0,2.0,7.0,9.0,17.0,6.0,4.0,27.0,27.0,2.0,1.0,53.0,49.0,26.0,18.0,13.0,15.0,4.0,5.0,0.0,0.0,True
2553911,2017-2018,2,2,Aalen,8233,Hallescher FC,7761,True,2017-07-29T12:00:00Z,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2553913,2017-2018,2,2,FSV Zwickau,95202,Sportfreunde Lotte,95103,True,2017-07-29T12:00:00Z,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2553910,2017-2018,2,2,Carl Zeiss Jena,8320,Fortuna Köln,7786,True,2017-07-29T12:05:00Z,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
