fotmob_match_id,season,round,round_name,home_team,home_team_id,away_team,away_team_id,finished,match_date,home_score,away_score,home_possession,away_possession,home_shots_total,away_shots_total,home_shots_on_target,away_shots_on_target,home_shots_off_target,away_shots_off_target,home_big_chances,away_big_chances,home_big_chances_missed,away_big_chances_missed,home_passes,away_passes,home_passes_accurate,away_passes_accurate,home_pass_accuracy_pct,away_pass_accuracy_pct,home_touches_opp_box,away_touches_opp_box,home_corners,away_corners,home_tackles,away_tackles,home_interceptions,away_interceptions,home_clearances,away_clearances,home_keeper_saves,away_keeper_saves,home_duels_won,away_duels_won,home_aerials_won,away_aerials_won,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,has_stats
3634064,2021-2022,1,1,1860 München,9753,Würzburger Kickers,145486,True,2021-07-24T12:00:00Z,1.0,0.0,69.0,31.0,15.0,8.0,5.0,4.0,4.0,2.0,3.0,2.0,3.0,0.0,589.0,270.0,473.0,164.0,80.0,61.0,27.0,10.0,10.0,3.0,13.0,17.0,8.0,22.0,15.0,37.0,1.0,5.0,45.0,43.0,18.0,16.0,8.0,11.0,3.0,0.0,0.0,0.0,True
3634061,2021-2022,1,1,FSV Zwickau,95202,Borussia Dortmund II,8395,True,2021-07-24T12:00:00Z,1.0,2.0,50.0,50.0,16.0,13.0,8.0,2.0,7.0,9.0,5.0,3.0,1.0,3.0,386.0,378.0,262.0,259.0,68.0,69.0,30.0,24.0,6.0,4.0,15.0,21.0,5.0,7.0,19.0,19.0,2.0,4.0,66.0,67.0,21.0,27.0,10.0,12.0,2.0,2.0,0.0,0.0,True
3634063,2021-2022,1,1,Hallescher FC,7761,Meppen,79904,True,2021-07-24T12:00:00Z,3.0,1.0,45.0,55.0,9.0,30.0,6.0,10.0,2.0,10.0,0.0,6.0,0.0,3.0,349.0,404.0,259.0,305.0,74.0,75.0,12.0,54.0,2.0,10.0,16.0,17.0,14.0,7.0,27.0,16.0,7.0,4.0,55.0,62.0,15.0,16.0,18.0,16.0,4.0,3.0,1.0,0.0,True
3634060,2021-2022,1,1,Kaiserslautern,8350,Eintracht Braunschweig,9776,True,2021-07-24T12:00:00Z,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
3634059,2021-2022,1,1,TSV Havelse,89338,Saarbrücken,8271,True,2021-07-24T12:00:00Z,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
3634058,2021-2022,1,1,Waldhof Mannheim,9743,Magdeburg,8188,True,2021-07-24T12:00:00Z,0.0,2.0,71.0,29.0,9.0,11.0,4.0,4.0,4.0,3.0,2.0,0.0,1.0,0.0,617.0,248.0,533.0,151.0,86.0,61.0,26.0,14.0,4.0,3.0,13.0,23.0,3.0,15.0,5.0,8.0,4.0,0.0,47.0,45.0,12.0,5.0,13.0,16.0,1.0,2.0,0.0,2.0,True
3634057,2021-2022,1,1,FC Viktoria 1889 Berlin,271231,Viktoria Köln 1904,276267,True,2021-07-25T11:00:00Z,2.0,1.0,62.0,38.0,20.0,10.0,5.0,8.0,7.0,1.0,2.0,3.0,2.0,1.0,427.0,269.0,314.0,170.0,74.0,63.0,19.0,10.0,13.0,2.0,22.0,12.0,5.0,5.0,10.0,33.0,4.0,5.0,52.0,36.0,14.0,10.0,12.0,8.0,3.0,5.0,0.0,0.0,True
3634056,2021-2022,1,1,SC Verl,7783,Türkgücü München,946518,False,2021-07-25T12:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
3634062,2021-2022,1,1,Freiburg II,6594,Wehen Wiesbaden,8196,True,2021-07-26T17:00:00Z,0.0,0.0,54.0,46.0,12.0,14.0,6.0,6.0,2.0,4.0,6.0,2.0,2.0,1.0,494.0,428.0,359.0,285.0,73.0,67.0,26.0,26.0,6.0,6.0,17.0,15.0,12.0,13.0,27.0,16.0,4.0,2.0,64.0,62.0,29.0,26.0,9.0,9.0,3.0,2.0,0.0,0.0,True
3634074,2021-2022,2,2,Borussia Dortmund II,8395,Waldhof Mannheim,9743,True,2021-07-31T12:00:00Z,1.0,1.0,54.0,46.0,16.0,11.0,0.0,4.0,6.0,4.0,0.0,2.0,0.0,2.0,372.0,312.0,259.0,201.0,70.0,64.0,36.0,22.0,5.0,3.0,17.0,8.0,6.0,9.0,41.0,30.0,4.0,0.0,79.0,48.0,35.0,22.0,11.0,19.0,0.0,3.0,0.0,0.0,True
