matchDateTime,homeTeamName,awayTeamName,odds_home,odds_draw,odds_away,score,season
30 May 2017 18:00,Munich 1860,Regensburg,2.03,3.32,3.88,0-2,2016-2017
26 May 2017 18:00,Regensburg,Munich 1860,2.47,3.11,3.08,1-1,2016-2017
20 May 2017 13:30,Chemnitzer,Hansa Rostock,2.07,3.5,3.35,2-0,2016-2017
Unknown 13:30,Duisburg,Zwickau,1.81,3.81,4.0,5-1,2016-2017
Unknown 13:30,Erfurt,Grossaspach,1.7,3.8,4.55,4-1,2016-2017
Unknown 13:30,Holstein Kiel,Hallescher,1.44,4.53,6.62,3-0,2016-2017
Unknown 13:30,Magdeburg,Lotte,1.39,4.72,7.03,2-0,2016-2017
Unknown 13:30,Mainz II,Fortuna Koln,1.97,3.6,3.56,4-0,2016-2017
Unknown 13:30,Preussen Munster,Regensburg,3.55,3.62,1.95,0-1,2016-2017
Unknown 13:30,VfL Osnabruck,Paderborn,2.95,3.55,2.23,0-0,2016-2017
Unknown 13:30,Wehen,FSV Frankfurt,1.57,4.07,5.46,4-1,2016-2017
Unknown 13:30,Werder Bremen II,Aalen,1.66,3.87,4.81,1-0,2016-2017
13 May 2017 13:30,Aalen,Magdeburg,3.5,3.27,2.08,2-2,2016-2017
Unknown 13:30,Fortuna Koln,Duisburg,5.34,3.68,1.63,0-3,2016-2017
Unknown 13:30,FSV Frankfurt,Werder Bremen II,3.55,3.33,2.06,0-4,2016-2017
Unknown 13:30,Hallescher,Wehen,2.28,3.05,3.35,0-3,2016-2017
Unknown 13:30,Hansa Rostock,Erfurt,2.93,3.1,2.45,1-2,2016-2017
Unknown 13:30,Lotte,Mainz II,2.9,3.35,2.33,3-3,2016-2017
Unknown 13:30,Paderborn,Preussen Munster,1.87,3.5,3.98,1-0,2016-2017
Unknown 13:30,Regensburg,Chemnitzer,1.46,4.36,6.41,3-2,2016-2017
Unknown 13:30,Grossaspach,Holstein Kiel,5.46,3.83,1.6,0-1,2016-2017
Unknown 13:30,Zwickau,VfL Osnabruck,1.96,3.34,3.79,1-0,2016-2017
07 May 2017 14:00,Chemnitzer,Preussen Munster,2.12,3.35,3.52,0-3,2016-2017
06 May 2017 14:00,Duisburg,Lotte,1.44,4.35,7.17,1-1,2016-2017
Unknown 14:00,Holstein Kiel,Hansa Rostock,1.37,4.8,7.79,2-1,2016-2017
Unknown 14:00,Magdeburg,FSV Frankfurt,1.3,5.06,9.96,1-1,2016-2017
Unknown 14:00,Mainz II,Aalen,2.61,3.21,2.52,2-0,2016-2017
Unknown 14:00,Paderborn,Zwickau,1.93,3.46,3.82,1-1,2016-2017
Unknown 14:00,VfL Osnabruck,Fortuna Koln,1.59,3.97,5.39,1-2,2016-2017
Unknown 14:00,Wehen,Grossaspach,1.91,3.42,3.97,0-0,2016-2017
05 May 2017 19:00,Erfurt,Regensburg,3.06,3.08,2.37,1-4,2016-2017
Unknown 19:00,Werder Bremen II,Hallescher,2.06,3.2,3.69,1-1,2016-2017
30 Apr 2017 14:00,Preussen Munster,Zwickau,2.57,3.16,2.75,5-1,2016-2017
29 Apr 2017 14:00,Aalen,Duisburg,2.64,3.05,2.77,2-1,2016-2017
Unknown 14:00,Chemnitzer,Erfurt,2.16,3.22,3.42,1-1,2016-2017
Unknown 14:00,FSV Frankfurt,Mainz II,2.66,3.33,2.55,1-2,2016-2017
Unknown 14:00,Hallescher,Magdeburg,2.81,3.02,2.61,1-1,2016-2017
Unknown 14:00,Hansa Rostock,Wehen,2.35,3.14,3.09,1-3,2016-2017
Unknown 14:00,Lotte,VfL Osnabruck,2.78,3.27,2.49,0-0,2016-2017
Unknown 14:00,Regensburg,Holstein Kiel,2.96,3.22,2.38,0-3,2016-2017
Unknown 14:00,Grossaspach,Werder Bremen II,1.94,3.41,3.67,0-0,2016-2017
