fotmob_match_id,season,round,round_name,home_team,home_team_id,away_team,away_team_id,finished,match_date,home_score,away_score,home_possession,away_possession,home_shots_total,away_shots_total,home_shots_on_target,away_shots_on_target,home_shots_off_target,away_shots_off_target,home_big_chances,away_big_chances,home_big_chances_missed,away_big_chances_missed,home_passes,away_passes,home_passes_accurate,away_passes_accurate,home_pass_accuracy_pct,away_pass_accuracy_pct,home_touches_opp_box,away_touches_opp_box,home_corners,away_corners,home_tackles,away_tackles,home_interceptions,away_interceptions,home_clearances,away_clearances,home_keeper_saves,away_keeper_saves,home_duels_won,away_duels_won,home_aerials_won,away_aerials_won,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,has_stats
1485891,2013-2014,1,1,Hallescher FC,7761,RB Leipzig,178475,True,2013-07-19T18:30:00Z,0,1,42.0,58.0,16.0,14.0,9.0,4.0,5.0,6.0,5.0,1.0,4.0,0.0,416.0,553.0,324.0,485.0,78.0,88.0,33.0,24.0,5.0,5.0,12.0,10.0,3.0,12.0,32.0,30.0,3.0,7.0,42.0,37.0,10.0,14.0,8.0,10.0,1.0,2.0,0.0,0.0,True
1485905,2013-2014,1,1,Borussia Dortmund II,8395,VfB Stuttgart II,8458,True,2013-07-20T12:00:00Z,1,0,45.0,55.0,6.0,12.0,1.0,4.0,5.0,4.0,0.0,2.0,0.0,2.0,386.0,470.0,288.0,398.0,75.0,85.0,14.0,16.0,2.0,5.0,23.0,16.0,6.0,5.0,19.0,28.0,3.0,1.0,59.0,39.0,23.0,7.0,11.0,12.0,5.0,1.0,0.0,0.0,True
1485904,2013-2014,1,1,Darmstadt,8262,Elversberg,8232,True,2013-07-20T12:00:00Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1485902,2013-2014,1,1,Hansa Rostock,8294,Holstein Kiel,8150,True,2013-07-20T12:00:00Z,0,0,49.0,51.0,12.0,13.0,4.0,2.0,4.0,8.0,3.0,0.0,1.0,0.0,382.0,390.0,299.0,298.0,78.0,76.0,15.0,23.0,7.0,4.0,8.0,9.0,11.0,6.0,20.0,16.0,2.0,2.0,53.0,45.0,22.0,20.0,16.0,17.0,6.0,4.0,0.0,0.0,True
1485907,2013-2014,1,1,Jahn Regensburg,7789,Unterhaching,8486,True,2013-07-20T12:00:00Z,0,0,57.0,43.0,11.0,17.0,3.0,7.0,4.0,7.0,0.0,2.0,0.0,1.0,421.0,322.0,296.0,216.0,70.0,67.0,26.0,22.0,9.0,3.0,6.0,14.0,8.0,6.0,9.0,33.0,5.0,3.0,41.0,49.0,16.0,25.0,9.0,15.0,2.0,4.0,0.0,0.0,True
1485899,2013-2014,1,1,MSV Duisburg,8293,FC Heidenheim,94937,True,2013-07-20T12:00:00Z,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1485908,2013-2014,1,1,Preussen Münster,8171,Burghausen,8408,True,2013-07-20T12:00:00Z,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1485901,2013-2014,1,1,Saarbrücken,8271,Wehen Wiesbaden,8196,True,2013-07-20T12:00:00Z,1,2,50.0,50.0,16.0,10.0,6.0,3.0,6.0,3.0,2.0,1.0,2.0,0.0,440.0,434.0,375.0,366.0,85.0,84.0,24.0,18.0,6.0,8.0,12.0,14.0,5.0,9.0,29.0,23.0,2.0,4.0,36.0,44.0,11.0,7.0,19.0,12.0,4.0,3.0,0.0,1.0,True
1485900,2013-2014,1,1,Stuttgarter Kickers,8195,RW Erfurt,8148,True,2013-07-20T12:00:00Z,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1485906,2013-2014,1,1,Chemnitzer FC,6596,VfL Osnabrück,9775,True,2013-07-21T12:00:00Z,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1485929,2013-2014,2,2,VfL Osnabrück,9775,Borussia Dortmund II,8395,True,2013-07-26T17:00:00Z,1,0,50.0,50.0,16.0,15.0,6.0,4.0,3.0,6.0,3.0,3.0,2.0,3.0,336.0,323.0,244.0,244.0,73.0,76.0,35.0,21.0,7.0,9.0,11.0,23.0,5.0,5.0,32.0,37.0,3.0,5.0,48.0,55.0,14.0,17.0,14.0,17.0,4.0,3.0,0.0,0.0,True
1485930,2013-2014,2,2,VfB Stuttgart II,8458,Darmstadt,8262,True,2013-07-26T17:00:00Z,1,1,54.0,46.0,19.0,10.0,8.0,3.0,7.0,4.0,3.0,1.0,2.0,1.0,480.0,406.0,396.0,319.0,83.0,79.0,31.0,22.0,9.0,9.0,19.0,10.0,10.0,6.0,25.0,28.0,1.0,6.0,61.0,45.0,27.0,16.0,14.0,12.0,4.0,1.0,0.0,0.0,True
1485936,2013-2014,2,2,Burghausen,8408,MSV Duisburg,8293,True,2013-07-27T12:00:00Z,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1485931,2013-2014,2,2,Elversberg,8232,Hansa Rostock,8294,True,2013-07-27T12:00:00Z,1,2,38.0,62.0,11.0,20.0,4.0,2.0,5.0,10.0,1.0,2.0,0.0,2.0,284.0,452.0,171.0,341.0,60.0,75.0,24.0,30.0,2.0,11.0,26.0,9.0,10.0,8.0,29.0,24.0,1.0,2.0,69.0,59.0,32.0,26.0,14.0,9.0,2.0,3.0,0.0,1.0,True
1485937,2013-2014,2,2,FC Heidenheim,94937,Jahn Regensburg,7789,True,2013-07-27T12:00:00Z,2,2,48.0,52.0,11.0,19.0,5.0,10.0,6.0,5.0,3.0,5.0,1.0,3.0,372.0,385.0,263.0,282.0,71.0,73.0,,,5.0,4.0,6.0,15.0,13.0,7.0,24.0,17.0,7.0,3.0,51.0,77.0,31.0,41.0,21.0,11.0,6.0,0.0,0.0,0.0,True
1485932,2013-2014,2,2,Holstein Kiel,8150,Saarbrücken,8271,True,2013-07-27T12:00:00Z,5,1,41.0,59.0,12.0,17.0,5.0,4.0,5.0,7.0,2.0,3.0,1.0,2.0,337.0,477.0,255.0,381.0,76.0,80.0,21.0,28.0,4.0,7.0,12.0,11.0,5.0,9.0,25.0,26.0,2.0,3.0,46.0,54.0,9.0,19.0,18.0,18.0,5.0,4.0,0.0,0.0,True
1485935,2013-2014,2,2,RB Leipzig,178475,Preussen Münster,8171,True,2013-07-27T12:00:00Z,2,2,42.0,58.0,16.0,14.0,9.0,4.0,5.0,6.0,5.0,1.0,4.0,0.0,416.0,553.0,324.0,485.0,78.0,88.0,33.0,24.0,5.0,5.0,12.0,10.0,3.0,12.0,32.0,30.0,3.0,7.0,42.0,37.0,10.0,14.0,8.0,10.0,1.0,2.0,0.0,0.0,True
1485934,2013-2014,2,2,RW Erfurt,8148,Hallescher FC,7761,True,2013-07-27T12:00:00Z,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1485928,2013-2014,2,2,Unterhaching,8486,Chemnitzer FC,6596,True,2013-07-27T12:00:00Z,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1485933,2013-2014,2,2,Wehen Wiesbaden,8196,Stuttgarter Kickers,8195,True,2013-07-27T12:00:00Z,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1485944,2013-2014,3,3,Borussia Dortmund II,8395,Unterhaching,8486,True,2013-08-09T17:00:00Z,4,2,44.0,56.0,12.0,14.0,1.0,6.0,7.0,7.0,0.0,1.0,0.0,1.0,350.0,464.0,237.0,342.0,68.0,74.0,21.0,24.0,5.0,6.0,26.0,18.0,11.0,5.0,31.0,55.0,4.0,0.0,63.0,57.0,21.0,26.0,8.0,12.0,2.0,2.0,0.0,0.0,True
1485946,2013-2014,3,3,Burghausen,8408,RB Leipzig,178475,True,2013-08-10T12:00:00Z,1,2,42.0,58.0,16.0,14.0,9.0,4.0,5.0,6.0,5.0,1.0,4.0,0.0,416.0,553.0,324.0,485.0,78.0,88.0,33.0,24.0,5.0,5.0,12.0,10.0,3.0,12.0,32.0,30.0,3.0,7.0,42.0,37.0,10.0,14.0,8.0,10.0,1.0,2.0,0.0,0.0,True
1485945,2013-2014,3,3,Chemnitzer FC,6596,FC Heidenheim,94937,True,2013-08-10T12:00:00Z,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1485943,2013-2014,3,3,Darmstadt,8262,VfL Osnabrück,9775,True,2013-08-10T12:00:00Z,0,2,46.0,54.0,17.0,13.0,5.0,4.0,7.0,1.0,3.0,1.0,2.0,1.0,318.0,378.0,218.0,252.0,69.0,67.0,27.0,23.0,6.0,7.0,18.0,19.0,17.0,9.0,30.0,14.0,4.0,4.0,57.0,61.0,28.0,18.0,14.0,11.0,1.0,1.0,0.0,0.0,True
1485939,2013-2014,3,3,Hallescher FC,7761,Wehen Wiesbaden,8196,True,2013-08-10T12:00:00Z,1,2,47.0,53.0,17.0,11.0,5.0,2.0,9.0,6.0,2.0,0.0,1.0,0.0,387.0,439.0,284.0,349.0,73.0,79.0,,,7.0,7.0,15.0,11.0,3.0,5.0,19.0,13.0,2.0,4.0,57.0,44.0,29.0,8.0,17.0,10.0,2.0,3.0,0.0,0.0,True
1485938,2013-2014,3,3,MSV Duisburg,8293,Jahn Regensburg,7789,True,2013-08-10T12:00:00Z,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1485947,2013-2014,3,3,Preussen Münster,8171,RW Erfurt,8148,True,2013-08-10T12:00:00Z,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1485941,2013-2014,3,3,Saarbrücken,8271,Elversberg,8232,True,2013-08-10T12:00:00Z,2,0,31.0,69.0,9.0,17.0,3.0,7.0,3.0,4.0,1.0,4.0,1.0,1.0,262.0,603.0,173.0,505.0,66.0,84.0,19.0,40.0,4.0,4.0,17.0,21.0,9.0,3.0,18.0,15.0,2.0,3.0,58.0,65.0,17.0,14.0,19.0,18.0,3.0,1.0,1.0,0.0,True
1485940,2013-2014,3,3,Stuttgarter Kickers,8195,Holstein Kiel,8150,True,2013-08-10T12:00:00Z,1,1,41.0,59.0,12.0,17.0,5.0,4.0,5.0,7.0,2.0,3.0,1.0,2.0,337.0,477.0,255.0,381.0,76.0,80.0,21.0,28.0,4.0,7.0,12.0,11.0,5.0,9.0,25.0,26.0,2.0,3.0,46.0,54.0,9.0,19.0,18.0,18.0,5.0,4.0,0.0,0.0,True
1485942,2013-2014,3,3,Hansa Rostock,8294,VfB Stuttgart II,8458,True,2013-08-11T12:00:00Z,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1485951,2013-2014,4,4,Elversberg,8232,Stuttgarter Kickers,8195,True,2013-08-16T17:00:00Z,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1485950,2013-2014,4,4,VfB Stuttgart II,8458,Saarbrücken,8271,True,2013-08-16T17:00:00Z,2,0,62.0,38.0,18.0,14.0,3.0,5.0,10.0,3.0,2.0,3.0,2.0,1.0,537.0,330.0,470.0,254.0,88.0,77.0,23.0,22.0,4.0,4.0,22.0,22.0,10.0,7.0,19.0,36.0,2.0,2.0,54.0,58.0,9.0,14.0,17.0,17.0,1.0,4.0,0.0,0.0,True
1485957,2013-2014,4,4,FC Heidenheim,94937,Borussia Dortmund II,8395,True,2013-08-17T12:00:00Z,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1485952,2013-2014,4,4,Holstein Kiel,8150,Hallescher FC,7761,True,2013-08-17T12:00:00Z,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1485956,2013-2014,4,4,Jahn Regensburg,7789,Chemnitzer FC,6596,True,2013-08-17T12:00:00Z,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1485949,2013-2014,4,4,VfL Osnabrück,9775,Hansa Rostock,8294,True,2013-08-17T12:00:00Z,1,2,46.0,54.0,13.0,6.0,4.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0,397.0,464.0,306.0,364.0,77.0,78.0,22.0,9.0,6.0,3.0,15.0,17.0,7.0,10.0,20.0,28.0,1.0,4.0,52.0,45.0,8.0,9.0,15.0,16.0,4.0,5.0,0.0,0.0,True
