match_id,season,matchday,match_datetime,home_team,away_team,home_team_id,away_team_id,home_goals,away_goals,result,venue,attendance,home_elo,home_pi,home_points_l5,home_points_l10,home_goals_scored_l5,home_goals_conceded_l5,away_elo,away_pi,away_points_l5,away_points_l10,away_goals_scored_l5,away_goals_conceded_l5,odds_home,odds_draw,odds_away,implied_prob_home,implied_prob_draw,implied_prob_away,post_home_possession,post_home_shots,post_home_shots_on_target,post_home_big_chances,post_home_passes,post_home_pass_accuracy,post_home_tackles,post_home_interceptions,post_home_fouls,post_home_corners,post_home_yellow_cards,post_home_red_cards,post_away_possession,post_away_shots,post_away_shots_on_target,post_away_big_chances,post_away_passes,post_away_pass_accuracy,post_away_tackles,post_away_interceptions,post_away_fouls,post_away_corners,post_away_yellow_cards,post_away_red_cards,temperature_celsius,humidity_percent,wind_speed_kmh,precipitation_mm,rest_days_home,rest_days_away,travel_distance_km,home_prev_season_position,home_prev_season_points,home_prev_season_wins,home_prev_season_goal_diff,away_prev_season_position,away_prev_season_points,away_prev_season_wins,away_prev_season_goal_diff,h2h_total_matches,h2h_home_wins,h2h_draws,h2h_away_wins,elo_diff,pi_diff,form_diff_l5,goal_diff_l5,prev_season_position_diff,prev_season_points_diff,home_was_top_tier,home_was_bottom_tier,away_was_top_tier,away_was_bottom_tier,home_is_new_team,away_is_new_team,h2h_home_win_rate,h2h_draw_rate,h2h_away_win_rate,h2h_match_count,rest_days_diff,home_rest_advantage,away_rest_advantage,home_rest_category,away_rest_category,day_of_week,month,year,is_midweek,is_hot,is_cold,is_rainy,is_heavy_rain,is_windy,is_extreme_weather,is_home,target_home_win,target_draw,target_away_win,target_multiclass,target_home_goals,target_away_goals,target_total_goals,has_detailed_stats,has_odds,has_ratings,has_weather
1963,2014-2015,7,2014-08-30 14:00:00,SG Sonnenhof Großaspach,VfB Stuttgart II,42,4,3,3,D,,,1509.0322534444294,0.5119239846049397,6.0,9.0,1.2,1.2,1413.5795895455367,0.29848674941017345,3.0,11.0,0.8,2.4,2.02,3.39,3.59,0.49504950495049505,0.2949852507374631,0.2785515320334262,,,,,,,,,,,,,,,,,,,,,,,,,21.2,54.0,8.6,0.0,3.0,2.0,,,,,,15.0,46.0,12.0,-9.0,0,0,0,0,95.45266389889275,0.21343723519476626,3.0,1.5999999999999999,,,0,0,0,0,1,0,,,,0,1.0,1,0,medium,short,5,8,2014,0,0,0,0,0,0,0,1,0,1,0,1,3,3,6,0,1,1,1
1964,2014-2015,7,2014-08-30 14:00:00,Jahn Regensburg,Energie Cottbus,1,41,1,1,D,,,1481.4335891833546,0.3850173426490569,4.0,11.0,1.6,3.0,1540.32009321412,0.6726173211624179,8.0,11.0,0.8,0.6,2.54,3.31,2.64,0.39370078740157477,0.3021148036253776,0.3787878787878788,,,,,,,,,,,,,,,,,,,,,,,,,22.3,54.0,10.2,0.0,2.0,3.0,345.3602195923579,11.0,49.0,12.0,0.0,,,,,0,0,0,0,-58.886504030765536,-0.287599978513361,-4.0,-1.6,,,0,0,0,0,0,1,,,,0,-1.0,0,1,short,medium,5,8,2014,0,0,0,0,0,0,0,1,0,1,0,1,1,1,2,0,1,1,1
1965,2014-2015,7,2014-08-30 14:00:00,SV Wehen Wiesbaden,Dynamo Dresden,6,3,0,2,A,,,1546.033463345338,0.6505407353930606,10.0,20.0,1.8,1.2,1567.7474015785967,0.585099082630721,7.0,20.0,1.8,1.6,2.29,3.38,2.92,0.4366812227074236,0.2958579881656805,0.3424657534246575,50.0,7.0,2.0,2.0,414.0,76.0,12.0,8.0,10.0,8.0,0.0,0.0,50.0,11.0,4.0,2.0,412.0,82.0,15.0,9.0,21.0,6.0,4.0,0.0,21.2,60.0,14.5,0.0,3.0,3.0,402.47838179550246,4.0,56.0,15.0,-1.0,,,,,4,0,1,3,-21.71393823325866,0.0654416527623396,3.0,0.40000000000000013,,,0,0,0,0,0,1,0.0,0.25,0.75,4,0.0,0,0,medium,medium,5,8,2014,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,1,1,1,1
1966,2014-2015,7,2014-08-30 14:00:00,Holstein Kiel,Preußen Münster,2,27,1,1,D,,,1475.040394434373,0.4563021060594152,7.0,13.0,1.2,1.0,1544.2660109612698,0.4901381602500843,8.0,15.0,1.4,1.0,2.05,3.34,3.5,0.48780487804878053,0.29940119760479045,0.2857142857142857,41.0,12.0,5.0,2.0,337.0,76.0,12.0,5.0,18.0,4.0,5.0,0.0,59.0,17.0,4.0,3.0,477.0,80.0,11.0,9.0,18.0,7.0,4.0,0.0,18.9,81.0,15.1,0.1,3.0,2.0,316.1723994301789,16.0,45.0,10.0,4.0,6.0,53.0,13.0,5.0,2,2,0,0,-69.22561652689683,-0.033836054190669096,-1.0,-0.19999999999999996,10.0,-8.0,0,0,0,0,0,0,1.0,0.0,0.0,2,1.0,1,0,medium,short,5,8,2014,0,0,0,0,0,0,0,1,0,1,0,1,1,1,2,1,1,1,1
1967,2014-2015,7,2014-08-30 14:00:00,SC Fortuna Köln,MSV Duisburg,72,39,0,1,A,,,,,,,,,1504.6536886545096,0.3658482094925586,7.0,11.0,1.4,1.2,2.92,3.33,2.35,0.3424657534246575,0.3003003003003003,0.425531914893617,,,,,,,,,,,,,,,,,,,,,,,,,18.2,80.0,16.5,0.2,3.0,2.0,,,,,,7.0,52.0,13.0,0.0,0,0,0,0,,,,,,,0,0,0,0,1,0,,,,0,1.0,1,0,medium,short,5,8,2014,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1
1968,2014-2015,7,2014-08-30 14:00:00,Chemnitzer FC,SpVgg Unterhaching,28,7,2,0,H,,,1537.523722369862,0.515480746295537,8.0,16.0,0.8,0.6,1467.7166910182666,0.5780993052643245,10.0,17.0,2.6,1.8,1.86,3.54,3.92,0.5376344086021505,0.2824858757062147,0.25510204081632654,,,,,,,,,,,,,,,,,,,,,,,,,20.6,55.0,12.3,0.0,2.0,2.0,,12.0,49.0,12.0,-3.0,17.0,43.0,11.0,-15.0,6,2,2,2,69.80703135159547,-0.06261855896878754,-2.0,-0.6,-5.0,6.0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,6,0.0,0,0,short,short,5,8,2014,0,0,0,0,0,0,0,1,1,0,0,2,2,0,2,0,1,1,1
1969,2014-2015,7,2014-08-30 14:00:00,Hallescher FC,Borussia Dortmund II,33,16,0,0,D,,,1490.5843307831424,0.4118566309926151,7.0,12.0,2.2,1.2,1469.909536663907,0.4002360677081236,5.0,12.0,1.6,1.4,1.93,3.48,3.74,0.5181347150259068,0.28735632183908044,0.267379679144385,55.0,18.0,3.0,2.0,458.0,85.0,20.0,11.0,9.0,6.0,2.0,0.0,45.0,17.0,1.0,2.0,382.0,84.0,14.0,8.0,10.0,5.0,0.0,0.0,21.2,56.0,11.2,0.0,2.0,3.0,317.4213256372319,9.0,51.0,14.0,-5.0,14.0,46.0,12.0,-8.0,4,0,2,2,20.674794119235457,0.011620563284491514,2.0,0.8,-5.0,5.0,0,0,0,0,0,0,0.0,0.5,0.5,4,-1.0,0,1,short,medium,5,8,2014,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1
1970,2014-2015,7,2014-08-31 14:00:00,Arminia Bielefeld,Stuttgarter Kickers,30,34,4,2,H,,,1600.5868361068615,0.5140697408832322,5.0,17.0,1.0,1.6,1559.5012372970816,0.6012445577779316,13.0,15.0,2.0,0.6,2.29,3.26,3.01,0.4366812227074236,0.3067484662576687,0.33222591362126247,,,,,,,,,,,,,,,,,,,,,,,,,17.0,85.0,14.3,0.3,3.0,3.0,368.1621343068521,,,,,8.0,51.0,13.0,-1.0,2,1,1,0,41.08559880977987,-0.08717481689469941,-8.0,-2.0,,,0,0,0,0,1,0,0.5,0.5,0.0,2,0.0,0,0,medium,medium,6,8,2014,0,0,0,0,0,0,0,1,1,0,0,2,4,2,6,0,1,1,1
1971,2014-2015,8,2014-09-06 14:00:00,Hansa Rostock,Hallescher FC,24,33,0,1,A,,,1454.1902715550546,0.3545702904563048,4.0,10.0,1.4,2.0,1489.6333435656852,0.4035990673647764,5.0,12.0,1.2,1.0,2.43,3.23,2.96,0.4115226337448559,0.30959752321981426,0.33783783783783783,46.0,14.0,3.0,0.0,355.0,70.0,16.0,16.0,14.0,13.0,1.0,0.0,54.0,9.0,2.0,0.0,419.0,72.0,16.0,7.0,9.0,4.0,1.0,0.0,24.5,51.0,13.9,0.0,7.0,7.0,294.3717287984789,13.0,49.0,13.0,-10.0,9.0,51.0,14.0,-5.0,4,2,0,2,-35.44307201063066,-0.04902877690847163,-1.0,-0.8,4.0,-2.0,0,0,0,0,0,0,0.5,0.0,0.5,4,0.0,0,0,normal,normal,5,9,2014,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1
1972,2014-2015,8,2014-09-06 14:00:00,Stuttgarter Kickers,SC Fortuna Köln,34,72,2,0,H,,,1545.3845285844375,0.5208150244279643,10.0,14.0,1.8,1.2,,,,,,,1.56,3.73,6.72,0.641025641025641,0.2680965147453083,0.1488095238095238,,,,,,,,,,,,,,,,,,,,,,,,,22.7,55.0,4.8,0.0,6.0,7.0,,8.0,51.0,13.0,-1.0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,1,,,,0,-1.0,0,1,normal,normal,5,9,2014,0,0,0,0,0,0,0,1,1,0,0,2,2,0,2,0,1,1,1
1973,2014-2015,8,2014-09-06 14:00:00,MSV Duisburg,VfL Osnabrück,39,14,3,0,H,,,1518.6546154030882,0.4325360450257117,9.0,11.0,1.4,1.0,1533.9816036475395,0.5313399072436321,10.0,14.0,1.6,1.0,2.06,3.31,3.63,0.4854368932038835,0.3021148036253776,0.27548209366391185,49.0,15.0,5.0,0.0,422.0,77.0,18.0,10.0,7.0,6.0,3.0,0.0,51.0,6.0,1.0,0.0,450.0,76.0,19.0,11.0,14.0,0.0,4.0,0.0,22.7,72.0,4.2,0.3,7.0,7.0,131.38633550659827,7.0,52.0,13.0,0.0,5.0,55.0,15.0,11.0,2,2,0,0,-15.326988244451286,-0.09880386221792042,-1.0,-0.20000000000000018,2.0,-3.0,0,0,0,0,0,0,1.0,0.0,0.0,2,0.0,0,0,normal,normal,5,9,2014,0,0,0,0,0,0,0,1,1,0,0,2,3,0,3,1,1,1,1
1974,2014-2015,8,2014-09-06 14:00:00,FC Rot-Weiß Erfurt,Holstein Kiel,12,2,3,2,H,,,1553.6953242583797,0.5343746696101277,8.0,18.0,1.6,1.2,1478.186824435657,0.4433706259090419,7.0,13.0,1.0,0.8,2.31,3.29,3.09,0.4329004329004329,0.303951367781155,0.3236245954692557,,,,,,,,,,,,,,,,,,,,,,,,,24.5,66.0,2.9,0.0,7.0,7.0,,,,,,16.0,45.0,10.0,4.0,2,1,1,0,75.5084998227228,0.09100404370108578,1.0,0.20000000000000018,,,0,0,0,0,1,0,0.5,0.5,0.0,2,0.0,0,0,normal,normal,5,9,2014,0,0,0,0,0,0,0,1,1,0,0,2,3,2,5,0,1,1,1
1975,2014-2015,8,2014-09-06 14:00:00,Dynamo Dresden,Jahn Regensburg,3,1,2,1,H,,,1582.7487376799188,0.628730346555619,7.0,20.0,1.6,1.4,1484.119740776661,0.37958221691964295,5.0,11.0,1.6,2.6,1.56,4.0,6.13,0.641025641025641,0.25,0.1631321370309951,40.0,14.0,6.0,1.0,268.0,65.0,14.0,9.0,18.0,4.0,2.0,0.0,60.0,15.0,3.0,3.0,424.0,77.0,13.0,2.0,15.0,1.0,4.0,0.0,26.2,59.0,3.8,0.0,7.0,7.0,256.3000355024787,,,,,11.0,49.0,12.0,0.0,4,1,1,2,98.62899690325776,0.24914812963597605,2.0,1.2000000000000002,,,0,0,0,0,1,0,0.25,0.25,0.5,4,0.0,0,0,normal,normal,5,9,2014,0,1,0,0,0,0,0,1,1,0,0,2,2,1,3,1,1,1,1
1976,2014-2015,8,2014-09-07 14:00:00,Preußen Münster,SV Wehen Wiesbaden,27,6,3,2,H,,,1541.1195809599858,0.43924396773991875,6.0,13.0,1.0,1.2,1531.032127244016,0.5305226925418508,9.0,17.0,1.2,1.0,2.05,3.41,3.58,0.48780487804878053,0.29325513196480935,0.27932960893854747,,,,,,,,,,,,,,,,,,,,,,,,,20.0,65.0,7.3,0.0,8.0,8.0,211.45372042884227,6.0,53.0,13.0,5.0,4.0,56.0,15.0,-1.0,6,0,4,2,10.087453715969787,-0.09127872480193205,-3.0,-0.3999999999999999,2.0,-3.0,0,0,0,0,0,0,0.0,0.6666666666666666,0.3333333333333333,6,0.0,0,0,long,long,6,9,2014,0,0,0,0,0,0,0,1,1,0,0,2,3,2,5,0,1,1,1
1977,2014-2015,9,2014-09-12 19:00:00,SV Wehen Wiesbaden,FC Rot-Weiß Erfurt,6,12,3,1,H,,,1515.4965411660148,0.4231258290714764,6.0,14.0,1.4,1.6,1566.2717617748553,0.5833401474624614,8.0,18.0,1.6,1.4,2.17,3.27,3.32,0.4608294930875576,0.3058103975535168,0.30120481927710846,,,,,,,,,,,,,,,,,,,,,,,,,16.3,81.0,15.2,0.3,5.0,6.0,,4.0,56.0,15.0,-1.0,,,,,6,2,2,2,-50.77522060884053,-0.16021431839098504,-2.0,-0.40000000000000036,,,0,0,0,0,0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,6,-1.0,0,1,normal,normal,4,9,2014,0,0,0,0,0,0,0,1,1,0,0,2,3,1,4,0,1,1,1
1978,2014-2015,9,2014-09-13 14:00:00,VfL Osnabrück,Holstein Kiel,14,2,2,1,H,,,1517.2762272726893,0.47546383959410227,9.0,14.0,1.2,1.2,1465.6103869191813,0.39674546798400656,4.0,13.0,1.0,1.4,2.01,3.33,3.71,0.49751243781094534,0.3003003003003003,0.2695417789757412,58.0,14.0,8.0,4.0,478.0,82.0,19.0,9.0,15.0,4.0,2.0,0.0,42.0,8.0,2.0,0.0,319.0,75.0,10.0,4.0,13.0,5.0,4.0,0.0,19.5,58.0,12.7,0.0,7.0,7.0,267.3004596461299,5.0,55.0,15.0,11.0,16.0,45.0,10.0,4.0,4,2,2,0,51.665840353507974,0.0787183716100957,5.0,0.3999999999999999,-11.0,10.0,0,0,0,0,0,0,0.5,0.5,0.0,4,0.0,0,0,normal,normal,5,9,2014,0,0,0,0,0,0,0,1,1,0,0,2,2,1,3,1,1,1,1
1979,2014-2015,9,2014-09-13 14:00:00,1. FSV Mainz 05 II,Energie Cottbus,40,41,0,0,D,,,1444.4051809968087,0.22101469062037593,3.0,4.0,1.4,2.8,1537.6339416208136,0.5880231681812587,9.0,12.0,0.8,0.2,2.74,3.26,2.53,0.36496350364963503,0.3067484662576687,0.3952569169960475,,,,,,,,,,,,,,,,,,,,,,,,,18.9,74.0,12.8,0.1,14.0,14.0,,,,,,,,,,0,0,0,0,-93.22876062400496,-0.36700847756088273,-6.0,-2.0,,,0,0,0,0,1,1,,,,0,0.0,0,0,long,long,5,9,2014,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1
1980,2014-2015,9,2014-09-13 14:00:00,SG Sonnenhof Großaspach,Dynamo Dresden,42,3,1,3,A,,,1504.7438518707716,0.4687486843691928,6.0,10.0,1.6,1.6,1594.324904255899,0.7021778067427178,9.0,22.0,1.6,1.2,3.28,3.46,2.12,0.3048780487804878,0.28901734104046245,0.4716981132075471,48.0,11.0,6.0,2.0,460.0,82.0,16.0,14.0,16.0,3.0,0.0,0.0,52.0,13.0,4.0,0.0,486.0,84.0,13.0,5.0,9.0,5.0,0.0,0.0,16.8,86.0,3.6,0.4,14.0,7.0,386.31260642970994,,,,,,,,,0,0,0,0,-89.58105238512735,-0.23342912237352498,-3.0,-0.40000000000000013,,,0,0,0,0,1,1,,,,0,7.0,1,0,long,normal,5,9,2014,0,0,0,0,0,0,0,1,0,0,1,0,1,3,4,1,1,1,1
1981,2014-2015,9,2014-09-13 14:00:00,Jahn Regensburg,Preußen Münster,1,27,0,1,A,,,1472.543574200681,0.32246284677085946,5.0,10.0,1.8,2.6,1556.655167037987,0.5326179449776477,8.0,15.0,1.6,1.6,2.96,3.33,2.33,0.33783783783783783,0.3003003003003003,0.4291845493562232,50.0,15.0,4.0,1.0,280.0,66.0,26.0,7.0,20.0,4.0,6.0,0.0,50.0,8.0,2.0,0.0,280.0,62.0,17.0,13.0,11.0,3.0,3.0,0.0,17.5,78.0,9.7,0.8,7.0,6.0,455.4635919265207,11.0,49.0,12.0,0.0,6.0,53.0,13.0,5.0,4,2,1,1,-84.11159283730603,-0.21015509820678824,-3.0,-0.8,5.0,-4.0,0,0,0,0,0,0,0.5,0.25,0.25,4,1.0,1,0,normal,normal,5,9,2014,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1
1982,2014-2015,9,2014-09-13 14:00:00,MSV Duisburg,Stuttgarter Kickers,39,34,2,0,H,,,1535.3599917779384,0.5266154319988231,9.0,13.0,1.2,0.4,1556.9717507035925,0.6056109336162048,12.0,16.0,2.0,1.0,2.34,3.26,2.99,0.4273504273504274,0.3067484662576687,0.33444816053511706,,,,,,,,,,,,,,,,,,,,,,,,,18.8,63.0,13.7,0.0,7.0,7.0,342.0974249780004,7.0,52.0,13.0,0.0,8.0,51.0,13.0,-1.0,2,0,1,1,-21.611758925654158,-0.07899550161738167,-3.0,-0.20000000000000007,-1.0,1.0,0,0,0,0,0,0,0.0,0.5,0.5,2,0.0,0,0,normal,normal,5,9,2014,0,0,0,0,0,0,0,1,1,0,0,2,2,0,2,0,1,1,1
1983,2014-2015,9,2014-09-13 14:00:00,SC Fortuna Köln,SpVgg Unterhaching,72,7,2,0,H,,,,,,,,,1454.8888522226807,0.5173059873735899,9.0,17.0,2.0,1.6,2.44,3.38,2.8,0.4098360655737705,0.2958579881656805,0.35714285714285715,,,,,,,,,,,,,,,,,,,,,,,,,18.0,72.0,13.8,0.0,7.0,14.0,,,,,,17.0,43.0,11.0,-15.0,0,0,0,0,,,,,,,0,0,0,0,1,0,,,,0,-7.0,0,1,normal,long,5,9,2014,0,0,0,0,0,0,0,1,1,0,0,2,2,0,2,0,1,0,1
1984,2014-2015,9,2014-09-13 14:00:00,Arminia Bielefeld,Borussia Dortmund II,30,16,3,0,H,,,1614.7035448195056,0.5651704989125218,8.0,17.0,1.6,1.0,1470.860523881364,0.4104027753466817,5.0,13.0,1.2,1.0,1.77,3.67,4.35,0.5649717514124294,0.2724795640326976,0.2298850574712644,58.0,16.0,8.0,1.0,505.0,81.0,15.0,14.0,8.0,4.0,3.0,0.0,42.0,20.0,8.0,4.0,356.0,74.0,19.0,11.0,11.0,8.0,2.0,0.0,18.3,67.0,14.1,0.0,13.0,14.0,98.9479536170402,,,,,14.0,46.0,12.0,-8.0,2,1,1,0,143.84302093814154,0.15476772356584012,3.0,0.40000000000000013,,,0,0,0,0,1,0,0.5,0.5,0.0,2,-1.0,0,1,long,long,5,9,2014,0,0,0,0,0,0,0,1,1,0,0,2,3,0,3,1,1,1,1
1985,2014-2015,9,2014-09-13 14:00:00,Hallescher FC,VfB Stuttgart II,33,4,0,2,A,,,1504.0067683106734,0.5007214866780391,8.0,14.0,1.4,0.6,1417.8679911191946,0.26774675019742283,4.0,9.0,1.4,2.4,1.78,3.72,4.28,0.5617977528089888,0.26881720430107525,0.2336448598130841,,,,,,,,,,,,,,,,,,,,,,,,,17.8,88.0,15.8,0.0,7.0,14.0,,9.0,51.0,14.0,-5.0,15.0,46.0,12.0,-9.0,4,2,0,2,86.13877719147877,0.23297473648061623,4.0,1.7999999999999998,-6.0,5.0,0,0,0,0,0,0,0.5,0.0,0.5,4,-7.0,0,1,normal,long,5,9,2014,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,1,1,1
1986,2014-2015,9,2014-09-14 14:00:00,Chemnitzer FC,Hansa Rostock,28,24,2,0,H,,,1550.351561165448,0.6180398567088833,8.0,19.0,0.8,0.6,1439.8168468100664,0.31728343647459245,4.0,10.0,1.4,1.8,1.8,3.43,4.55,0.5555555555555556,0.29154518950437314,0.21978021978021978,60.0,4.0,4.0,,,,,,0.0,0.0,,,40.0,2.0,2.0,,,,,,0.0,0.0,,,15.6,92.0,13.7,0.1,15.0,8.0,392.9914954705902,12.0,49.0,12.0,-3.0,13.0,49.0,13.0,-10.0,4,2,2,0,110.53471435538154,0.30075642023429083,4.0,0.6000000000000002,-1.0,0.0,0,0,0,0,0,0,0.5,0.5,0.0,4,7.0,1,0,long,long,6,9,2014,0,0,0,0,0,0,0,1,1,0,0,2,2,0,2,1,1,1,1
1987,2014-2015,8,2014-09-16 18:00:00,VfB Stuttgart II,1. FSV Mainz 05 II,4,40,1,0,H,,,1437.7555004857782,0.3447510022115597,7.0,9.0,1.6,1.8,1448.5983631806066,0.23967842526073832,4.0,5.0,0.8,2.0,2.13,3.42,3.27,0.4694835680751174,0.29239766081871343,0.3058103975535168,,,,,,,,,,,,,,,,,,,,,,,,,19.2,71.0,5.1,0.0,3.0,3.0,,15.0,46.0,12.0,-9.0,,,,,0,0,0,0,-10.842862694828455,0.10507257695082137,3.0,1.0,,,0,0,0,0,0,1,,,,0,0.0,0,0,medium,medium,1,9,2014,1,0,0,0,0,0,0,1,1,0,0,2,1,0,1,0,1,1,1
1988,2014-2015,8,2014-09-16 18:30:00,Energie Cottbus,SG Sonnenhof Großaspach,41,42,2,0,H,,,1533.4407594370157,0.5364237755170381,9.0,13.0,0.8,0.2,1492.7801625556735,0.3772449174914258,5.0,10.0,1.6,2.0,1.68,3.7,4.9,0.5952380952380952,0.27027027027027023,0.2040816326530612,52.0,9.0,3.0,1.0,397.0,81.0,21.0,5.0,10.0,6.0,2.0,0.0,48.0,15.0,5.0,0.0,367.0,79.0,15.0,3.0,13.0,14.0,2.0,0.0,19.4,70.0,13.0,0.0,3.0,3.0,466.723933818372,,,,,,,,,0,0,0,0,40.660596881342144,0.15917885802561232,4.0,1.0,,,0,0,0,0,1,1,,,,0,0.0,0,0,medium,medium,1,9,2014,1,0,0,0,0,0,0,1,1,0,0,2,2,0,2,1,1,1,1
1989,2014-2015,8,2014-09-16 19:00:00,SpVgg Unterhaching,Arminia Bielefeld,7,30,1,3,A,,,1437.9935919159616,0.41129900164817296,6.0,14.0,1.6,2.0,1624.433542081887,0.6108974663161478,10.0,17.0,2.2,1.0,2.96,3.34,2.32,0.33783783783783783,0.29940119760479045,0.4310344827586207,32.0,6.0,3.0,1.0,274.0,71.0,15.0,10.0,12.0,1.0,2.0,0.0,68.0,17.0,8.0,3.0,582.0,86.0,3.0,6.0,12.0,4.0,1.0,0.0,16.3,80.0,6.2,0.0,3.0,3.0,,17.0,43.0,11.0,-15.0,,,,,4,2,0,2,-186.43995016592544,-0.19959846466797487,-4.0,-1.6,,,0,0,0,0,0,1,0.5,0.0,0.5,4,0.0,0,0,medium,medium,1,9,2014,1,0,0,0,0,0,0,1,0,0,1,0,1,3,4,1,1,1,1
1990,2014-2015,8,2014-09-17 19:00:00,Borussia Dortmund II,Chemnitzer FC,16,28,1,3,A,,,1461.1305266189827,0.367244539109946,5.0,13.0,1.2,1.4,1561.426310134123,0.6582070463270583,10.0,19.0,1.2,0.6,3.06,3.24,2.32,0.32679738562091504,0.30864197530864196,0.4310344827586207,,,,,,,,,,,,,,,,,,,,,,,,,19.0,78.0,8.7,0.0,4.0,3.0,385.50092222942766,14.0,46.0,12.0,-8.0,12.0,49.0,12.0,-3.0,4,1,0,3,-100.29578351514033,-0.2909625072171123,-5.0,-0.7999999999999999,2.0,-3.0,0,0,0,0,0,0,0.25,0.0,0.75,4,1.0,1,0,medium,medium,2,9,2014,1,0,0,0,0,0,0,1,0,0,1,0,1,3,4,0,1,1,1
1991,2014-2015,10,2014-09-19 19:00:00,SpVgg Unterhaching,MSV Duisburg,7,39,1,1,D,,,1429.840362003093,0.31643978296409003,3.0,11.0,1.2,2.4,1552.3539683915953,0.6280036112565547,11.0,16.0,1.4,0.2,2.94,3.27,2.36,0.3401360544217687,0.3058103975535168,0.42372881355932207,53.0,12.0,5.0,1.0,454.0,78.0,12.0,6.0,8.0,8.0,1.0,0.0,47.0,10.0,2.0,1.0,398.0,76.0,26.0,8.0,13.0,3.0,1.0,0.0,18.9,83.0,6.4,0.8,3.0,6.0,,17.0,43.0,11.0,-15.0,7.0,52.0,13.0,0.0,2,1,0,1,-122.51360638850224,-0.31156382829246465,-8.0,-2.4,10.0,-9.0,0,0,0,0,0,0,0.5,0.0,0.5,2,-3.0,0,1,medium,normal,4,9,2014,0,0,0,1,0,0,0,1,0,1,0,1,1,1,2,1,1,1,1
1992,2014-2015,10,2014-09-19 19:00:00,Stuttgarter Kickers,VfL Osnabrück,34,14,1,1,D,,,1539.9777740899356,0.5419244740924373,9.0,16.0,1.6,1.4,1530.9143118922325,0.5306244205779538,9.0,14.0,1.2,1.2,2.02,3.34,3.66,0.49504950495049505,0.29940119760479045,0.27322404371584696,,,,,,,,,,,,,,,,,,,,,,,,,16.6,90.0,5.5,0.0,6.0,6.0,400.6119238430694,8.0,51.0,13.0,-1.0,5.0,55.0,15.0,11.0,4,2,1,1,9.063462197703075,0.011300053514483488,0.0,0.20000000000000018,3.0,-4.0,0,0,0,0,0,0,0.5,0.25,0.25,4,0.0,0,0,normal,normal,4,9,2014,0,0,0,0,0,0,0,1,0,1,0,1,1,1,2,0,1,1,1
1993,2014-2015,10,2014-09-19 19:00:00,Dynamo Dresden,1. FSV Mainz 05 II,3,40,1,1,D,,,1606.288593570997,0.7334969920534964,9.0,22.0,1.6,1.2,1432.0991929465636,0.1949389196751247,4.0,5.0,0.8,1.8,1.48,4.18,6.51,0.6756756756756757,0.23923444976076558,0.15360983102918588,,,,,,,,,,,,,,,,,,,,,,,,,18.5,89.0,5.4,0.0,6.0,3.0,,,,,,,,,,0,0,0,0,174.18940062443335,0.5385580723783717,5.0,1.4000000000000001,,,0,0,0,0,1,1,,,,0,3.0,1,0,normal,medium,4,9,2014,0,0,0,0,0,0,0,1,0,1,0,1,1,1,2,0,1,1,1
1994,2014-2015,10,2014-09-20 14:00:00,VfB Stuttgart II,Chemnitzer FC,4,28,0,0,D,,,1454.2546707198212,0.44806192426048713,7.0,11.0,1.6,1.8,1572.9316807065136,0.7285547166281349,10.0,21.0,1.4,0.6,3.01,3.27,2.33,0.33222591362126247,0.3058103975535168,0.4291845493562232,,,,,,,,,,,,,,,,,,,,,,,,,20.5,71.0,8.5,0.2,3.0,2.0,,15.0,46.0,12.0,-9.0,12.0,49.0,12.0,-3.0,6,0,3,3,-118.67700998669238,-0.28049279236764774,-3.0,-0.9999999999999999,3.0,-3.0,0,0,0,0,0,0,0.0,0.5,0.5,6,1.0,1,0,medium,short,5,9,2014,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1
1995,2014-2015,10,2014-09-20 14:00:00,Hansa Rostock,Arminia Bielefeld,24,30,4,2,H,,,1428.7420978413913,0.26671544863904206,4.0,9.0,1.4,2.0,1632.5867719947555,0.6518157545876013,13.0,17.0,2.6,0.8,3.04,3.26,2.32,0.32894736842105265,0.3067484662576687,0.4310344827586207,56.0,27.0,12.0,7.0,429.0,74.0,18.0,7.0,9.0,6.0,0.0,0.0,44.0,7.0,2.0,2.0,334.0,65.0,14.0,11.0,13.0,5.0,1.0,0.0,21.1,70.0,6.9,0.0,6.0,3.0,332.1536566373686,13.0,49.0,13.0,-10.0,,,,,2,1,0,1,-203.84467415336417,-0.38510030594855926,-9.0,-2.4000000000000004,,,0,0,0,0,0,1,0.5,0.0,0.5,2,3.0,1,0,normal,medium,5,9,2014,0,0,0,0,0,0,0,1,1,0,0,2,4,2,6,1,1,1,1
